CTR,titleWords,adWords,depth,position,advCTR,advCTRInPos,queryCTR,queryCTRInPos,gender,age
0.0,6,17,3,3,0.0248,0.0121,0.0099,0.0046,unknown,unknown
0.0373,12,23,1,1,0.0367,0.039,0.0091,0.0153,unknown,unknown
0.087,7,17,2,1,0.0426,0.0491,0.0646,0.1086,unknown,unknown
0.1304,8,16,2,1,0.0284,0.0337,0.1079,0.1691,unknown,unknown
0.0385,7,15,1,1,0.0273,0.0356,0.0208,0.0236,female,19-24
0.0573,11,22,1,1,0.0494,0.0553,0.0051,0.0,female,19-24
0.0082,6,19,1,1,0.0134,0.0267,0.0005,0.0005,unknown,unknown
0.1111,3,19,2,1,0.016,0.018,0.0343,0.0562,male,13-18
0.0079,10,28,3,2,0.041,0.0386,0.0296,0.0275,unknown,unknown
0.0161,9,20,2,1,0.0101,0.0106,0.0123,0.0241,unknown,unknown
0.0,7,19,2,2,0.024,0.019,0.1836,0.0338,unknown,unknown
0.049,9,23,2,1,0.1423,0.1725,0.0529,0.067,female,25-30
0.0286,9,19,3,1,0.0266,0.0269,0.0117,0.0135,unknown,unknown
0.0,7,15,2,1,0.0273,0.0356,0.0001,0.0001,unknown,unknown
0.3604,9,17,2,1,0.1012,0.1342,0.1073,0.2,female,25-30
0.064,9,15,2,1,0.062,0.0681,0.0215,0.0277,unknown,unknown
0.0083,9,20,2,2,0.0426,0.0309,0.0206,0.0132,unknown,unknown
0.2321,16,26,1,1,0.0875,0.092,0.0,0.0,male,25-30
0.0097,8,29,1,1,0.0171,0.0233,0.0211,0.0216,unknown,unknown
0.0076,11,26,1,1,0.0485,0.0475,0.003,0.0034,male,25-30
0.0,10,22,3,2,0.0163,0.0182,0.0058,0.0054,unknown,unknown
0.0365,6,14,1,1,0.0273,0.0356,0.0235,0.0258,male,31-40
0.119,9,15,2,1,0.0166,0.0217,0.0323,0.0376,unknown,unknown
0.051,8,27,2,2,0.0344,0.026,0.3293,0.0487,unknown,unknown
0.0,10,16,2,1,0.0584,0.0756,0.0032,0.0034,male,19-24
0.0251,8,24,2,1,0.0249,0.0366,0.0216,0.0321,unknown,unknown
0.0,11,16,3,1,0.0403,0.0387,0.0285,0.0167,unknown,unknown
0.1713,10,12,2,1,0.0531,0.0758,0.0932,0.1515,unknown,unknown
0.028,11,27,1,1,0.0421,0.0462,0.0702,0.0891,unknown,unknown
0.0316,11,30,2,2,0.0433,0.0361,0.0371,0.0243,unknown,unknown
0.0245,10,21,1,1,0.0781,0.1025,0.0189,0.0199,unknown,unknown
0.0392,10,25,2,1,0.0386,0.0417,0.0203,0.0559,unknown,unknown
0.0205,7,19,1,1,0.0284,0.0337,0.0128,0.012,unknown,unknown
0.0,6,20,2,2,0.0387,0.0294,0.0412,0.0266,unknown,unknown
0.0,3,13,2,1,0.016,0.018,0.0087,0.0117,unknown,unknown
0.0952,12,30,1,1,0.0387,0.0427,0.0546,0.0644,unknown,unknown
0.0233,11,26,1,1,0.0548,0.0584,0.0386,0.0388,male,19-24
0.0098,4,19,1,1,0.0193,0.0202,0.0054,0.0076,unknown,unknown
0.0309,7,15,1,1,0.0273,0.0356,0.0338,0.0375,unknown,unknown
0.0175,6,14,1,1,0.0273,0.0356,0.0,0.0,unknown,unknown
0.0093,6,19,2,1,0.021,0.0238,0.0499,0.1187,unknown,unknown
0.0687,14,31,2,2,0.0162,0.0189,0.0249,0.013,unknown,unknown
0.1342,8,21,2,1,0.0383,0.0411,0.0575,0.0936,unknown,unknown
0.0,12,25,1,1,0.0211,0.024,0.0198,0.0252,female,25-30
0.0081,8,16,2,2,0.0284,0.0189,0.085,0.0231,unknown,unknown
0.0,11,28,3,1,0.0288,0.0299,0.0074,0.0102,unknown,unknown
0.0935,10,27,3,2,0.0426,0.0309,0.0522,0.0279,unknown,unknown
0.0441,10,27,1,1,0.103,0.1044,0.0154,0.0,male,13-18
0.0,9,21,3,2,0.0163,0.0182,0.0099,0.0115,unknown,unknown
0.0086,8,21,3,2,0.0284,0.0189,0.0192,0.0102,unknown,unknown
0.07,7,22,2,2,0.0426,0.0309,0.0399,0.016,unknown,unknown
0.03,7,24,2,2,0.0691,0.0546,0.0318,0.0147,unknown,unknown
0.2701,6,23,2,1,0.1055,0.1214,0.133,0.3,unknown,unknown
0.0876,6,14,1,1,0.0273,0.0356,0.03,0.0559,unknown,unknown
0.0921,14,28,2,1,0.0442,0.0486,0.027,0.0558,unknown,unknown
0.0,6,22,2,1,0.0154,0.0167,0.0047,0.007,unknown,unknown
0.0143,12,23,2,2,0.0243,0.0151,0.0127,0.0184,unknown,unknown
0.05,6,16,1,1,0.0284,0.0337,0.0283,0.0323,male,13-18
0.0,3,13,2,1,0.016,0.018,0.0294,0.0324,unknown,unknown
0.0899,5,17,2,1,0.0892,0.1334,0.0261,0.0238,unknown,unknown
0.1259,6,20,1,1,0.0916,0.0979,0.0,0.0,male,31-40
0.0783,4,16,1,1,0.0547,0.0563,0.0089,0.0119,unknown,unknown
0.0254,12,24,1,1,0.0248,0.0285,0.0648,0.0667,unknown,unknown
0.0392,6,21,1,1,0.0623,0.0692,0.0395,0.0405,unknown,unknown
0.0,15,24,3,2,0.003,0.0018,0.004,0.004,unknown,unknown
0.0057,12,24,1,1,0.0149,0.0179,0.0283,0.0212,male,13-18
0.0,9,25,3,3,0.0557,0.0201,0.0191,0.0054,unknown,unknown
0.0806,11,25,2,1,0.0493,0.0553,0.1467,0.2071,unknown,unknown
0.0156,9,20,1,1,0.0136,0.0142,0.015,0.0185,unknown,unknown
0.0472,7,21,2,1,0.0239,0.0289,0.0381,0.055,male,0-12
0.3312,3,23,1,1,0.1335,0.1365,0.0289,0.038,male,0-12
0.1029,8,24,2,1,0.0284,0.0337,0.031,0.0424,unknown,unknown
0.1366,5,19,2,1,0.0718,0.0736,0.0311,0.0287,unknown,unknown
0.0144,9,22,1,1,0.0409,0.0508,0.018,0.0194,unknown,unknown
0.0189,12,14,1,1,0.0246,0.0287,0.0413,0.0623,male,19-24
0.0168,7,20,1,1,0.0379,0.0393,0.008,0.0107,male,19-24
0.0403,3,12,3,1,0.0284,0.0337,0.0151,0.0301,unknown,unknown
0.0096,12,23,2,1,0.0264,0.0308,0.0039,0.0,unknown,unknown
0.0077,7,20,1,1,0.0267,0.0369,0.0162,0.0184,unknown,unknown
0.0472,7,15,2,2,0.0273,0.0221,0.0292,0.0156,unknown,unknown
0.0069,10,22,1,1,0.0511,0.0472,0.0067,0.0065,female,31-40
0.0,9,22,3,1,0.0101,0.0139,0.0027,0.0051,unknown,unknown
0.0182,6,14,2,2,0.0273,0.0221,0.0444,0.0182,unknown,unknown
0.0197,8,24,1,1,0.0284,0.0337,0.0115,0.0,unknown,unknown
0.1361,5,23,1,1,0.0284,0.0337,0.0733,0.0965,female,25-30
0.0471,9,20,1,1,0.0426,0.0491,0.0179,0.0207,unknown,unknown
0.0741,6,14,1,1,0.0273,0.0356,0.0175,0.0192,male,19-24
0.0492,10,25,1,1,0.0112,0.0191,0.063,0.073,male,19-24
0.0424,10,21,1,1,0.019,0.0216,0.0179,0.0281,male,19-24
0.0,10,24,3,2,0.0248,0.0216,0.0089,0.008,unknown,unknown
0.01,7,18,3,2,0.0248,0.0216,0.0115,0.0123,unknown,unknown
0.0081,12,24,2,1,0.1877,0.1958,0.0164,0.0127,unknown,unknown
0.0061,8,22,3,1,0.0156,0.0187,0.0075,0.013,unknown,unknown
0.0,3,26,3,1,0.0123,0.0163,0.0012,0.0005,unknown,unknown
0.0355,4,7,2,1,0.016,0.018,0.0253,0.0441,unknown,unknown
0.0214,8,26,1,1,0.0426,0.0491,0.0114,0.0084,unknown,unknown
0.0,7,18,3,2,0.0284,0.0189,0.0284,0.0295,unknown,unknown
0.0,10,27,1,1,0.0409,0.051,0.0009,0.0012,unknown,unknown
0.0302,8,14,2,2,0.0621,0.0534,0.0107,0.0103,unknown,unknown
0.0403,6,22,1,1,0.1728,0.1747,0.25,0.0,male,41+
0.0493,12,25,1,1,0.047,0.0512,0.0435,0.0509,female,19-24
0.0685,8,21,1,1,0.0426,0.0491,0.0444,0.0679,unknown,unknown
0.0833,11,17,2,1,0.0522,0.0686,0.0373,0.047,unknown,unknown
0.3913,10,23,2,1,0.0542,0.1107,0.056,0.1602,female,25-30
0.0,12,17,1,1,0.051,0.0697,0.0607,0.1444,unknown,0-12
0.0469,14,30,1,1,0.0387,0.0427,0.0259,0.0307,unknown,unknown
0.0301,8,11,2,1,0.0278,0.0321,0.0343,0.0498,unknown,unknown
0.0365,14,28,1,1,0.0435,0.0645,0.0,0.0,unknown,unknown
0.0601,12,25,1,1,0.047,0.0513,0.0299,0.035,male,13-18
0.0557,4,21,2,1,0.016,0.0179,0.049,0.0885,unknown,unknown
0.0,7,20,2,1,0.0266,0.0356,0.0125,0.0182,unknown,unknown
0.0104,9,28,2,2,0.0224,0.0167,0.0928,0.05,unknown,unknown
0.225,7,19,1,1,0.0273,0.0356,0.0653,0.0964,male,31-40
0.0067,8,25,3,1,0.02,0.0235,0.0195,0.0307,unknown,unknown
0.0315,9,15,2,1,0.0178,0.0199,0.0053,0.0,male,19-24
0.0088,8,17,3,1,0.009,0.0118,0.0082,0.0141,unknown,unknown
0.0288,12,23,2,1,0.0494,0.0553,0.0338,0.0432,unknown,unknown
0.0,6,15,2,2,0.0284,0.019,0.0,0.0,unknown,unknown
0.0,3,25,2,1,0.016,0.018,0.0593,0.076,unknown,unknown
0.0006,13,18,3,3,0.0284,0.0027,0.0051,0.0008,unknown,unknown
0.0091,8,14,1,1,0.0374,0.0438,0.0434,0.0474,unknown,unknown
0.0316,8,24,1,1,0.0284,0.0337,0.0157,0.0,male,13-18
0.0397,13,26,2,2,0.045,0.033,0.1647,0.0392,unknown,unknown
0.0,13,25,2,2,0.011,0.0101,0.0015,0.0,unknown,unknown
0.0258,7,19,1,1,0.0781,0.1027,0.0154,0.0192,male,19-24
0.0678,14,28,1,1,0.0442,0.0487,0.0128,0.0175,unknown,unknown
0.0,4,27,2,1,0.016,0.018,0.0282,0.0426,unknown,unknown
0.0403,10,22,2,1,0.0502,0.0528,0.0295,0.0357,unknown,unknown
0.0382,7,22,2,2,0.0265,0.0191,0.1463,0.019,unknown,unknown
0.1339,8,16,2,1,0.0284,0.0337,0.07,0.1209,unknown,unknown
0.129,8,23,2,1,0.0638,0.0766,0.0327,0.0899,unknown,unknown
0.0081,12,26,1,1,0.0494,0.0554,0.0132,0.0227,male,19-24
0.0,7,22,3,3,0.0188,0.0048,0.0119,0.0034,unknown,unknown
0.0442,10,15,2,1,0.062,0.0681,0.0249,0.005,unknown,unknown
0.0331,5,26,1,1,0.0546,0.0548,0.0396,0.0355,male,13-18
0.0185,6,20,2,2,0.092,0.0144,0.0302,0.0,male,19-24
0.0708,15,25,2,1,0.0894,0.109,0.0189,0.0381,male,19-24
0.0,2,16,2,1,0.0379,0.0444,0.0184,0.0237,unknown,unknown
0.0027,9,24,1,1,0.0017,0.003,0.0047,0.0047,unknown,unknown
0.0496,5,17,3,1,0.0328,0.045,0.0937,0.1255,unknown,unknown
0.0,7,21,2,2,0.0096,0.0055,0.0011,0.0006,unknown,unknown
0.0562,6,21,1,1,0.024,0.029,0.0337,0.0408,unknown,unknown
0.0056,3,19,2,1,0.039,0.039,0.0059,0.0103,unknown,unknown
0.0312,4,13,1,1,0.0284,0.0337,0.0922,0.1195,unknown,unknown
0.0156,13,25,1,1,0.0494,0.0553,0.022,0.0242,female,19-24
0.0045,6,16,1,1,0.0284,0.0337,0.0251,0.0326,unknown,unknown
0.0118,12,20,2,2,0.0583,0.0198,0.0662,0.0,male,19-24
0.0235,5,22,1,1,0.0256,0.0259,0.007,0.0061,male,19-24
0.0116,7,14,2,2,0.0426,0.0309,0.0639,0.0207,male,19-24
0.0469,13,22,1,1,0.0779,0.081,0.0382,0.0382,male,25-30
0.0413,15,28,1,1,0.0442,0.0486,0.0487,0.056,unknown,unknown
0.0543,10,24,1,1,0.0494,0.0553,0.0099,0.0357,female,19-24
0.004,8,7,1,1,0.0228,0.0223,0.0152,0.0174,male,25-30
0.0,9,23,3,2,0.0493,0.2822,0.0207,0.0334,unknown,unknown
0.0,6,21,3,3,0.0255,0.0154,0.0563,0.009,unknown,unknown
0.0432,8,21,2,1,0.0447,0.0435,0.0217,0.0,unknown,unknown
0.015,5,17,3,1,0.0123,0.0158,0.0056,0.0038,unknown,unknown
0.0399,8,24,1,1,0.016,0.018,0.0909,0.097,unknown,unknown
0.0851,12,18,1,1,0.0362,0.0433,0.0323,0.0364,unknown,unknown
0.092,12,21,2,1,0.0429,0.0481,0.013,0.0,male,19-24
0.0351,11,24,2,2,0.0198,0.0178,0.0128,0.0034,unknown,unknown
0.0087,9,18,2,1,0.0243,0.0263,0.0209,0.0216,female,19-24
0.0,9,24,3,3,0.0277,0.0065,0.0288,0.0,unknown,unknown
0.0,16,24,1,1,0.0284,0.0337,0.0031,0.004,unknown,unknown
0.0076,3,25,1,1,0.016,0.018,0.0148,0.0203,male,19-24
0.0,10,23,1,1,0.1052,0.1707,0.0064,0.0069,unknown,unknown
0.0455,7,20,3,1,0.0477,0.0582,0.0205,0.028,unknown,unknown
0.0241,7,25,1,1,0.024,0.029,0.0111,0.04,unknown,unknown
0.0208,8,16,2,1,0.0426,0.0491,0.0178,0.031,male,13-18
0.0776,8,21,2,2,0.0426,0.0309,0.0079,0.0,male,19-24
0.1165,13,25,1,1,0.0493,0.0553,0.0776,0.0883,unknown,unknown
0.0162,8,21,2,2,0.0256,0.0233,0.0461,0.0,unknown,unknown
0.0311,10,26,2,1,0.0107,0.0109,0.0176,0.0291,unknown,unknown
0.0364,7,22,3,1,0.042,0.0423,0.0353,0.0602,unknown,unknown
0.1348,8,22,1,1,0.0523,0.0654,0.0196,0.0338,male,13-18
0.03,16,22,1,1,0.0265,0.0305,0.0237,0.0335,male,19-24
0.0,7,21,2,2,0.0161,0.0135,0.0152,0.0131,unknown,unknown
0.0,5,19,1,1,0.0132,0.0154,0.0062,0.0071,unknown,unknown
0.0474,8,16,1,1,0.0273,0.0356,0.0046,0.0083,unknown,unknown
0.0248,8,17,1,1,0.1057,0.1216,0.0223,0.0258,unknown,unknown
0.0423,6,14,1,1,0.0273,0.0356,0.0205,0.0102,unknown,unknown
0.0566,9,21,2,1,0.0511,0.0471,0.0589,0.0621,unknown,unknown
0.041,5,15,2,1,0.0284,0.0337,0.0327,0.0511,unknown,unknown
0.0,5,15,1,1,0.0284,0.0337,0.0221,0.0229,unknown,unknown
0.0,4,20,3,1,0.0233,0.0246,0.0479,0.0688,unknown,unknown
0.0326,12,20,1,1,0.0583,0.0623,0.0433,0.0497,male,19-24
0.0099,7,32,1,1,0.0384,0.0413,0.0,0.0,female,25-30
0.0092,11,21,2,1,0.016,0.018,0.0387,0.0516,unknown,unknown
0.0,6,25,2,2,0.024,0.019,0.0712,0.0255,female,19-24
0.031,7,15,1,1,0.0273,0.0356,0.0133,0.0167,female,19-24
0.0043,8,21,2,2,0.0426,0.0309,0.0045,0.0,unknown,unknown
0.0045,4,13,2,2,0.0284,0.019,0.0375,0.0168,unknown,unknown
0.0126,3,26,2,1,0.0123,0.0165,0.0014,0.0009,unknown,unknown
0.0331,11,13,1,1,0.0202,0.0215,0.0169,0.0213,male,19-24
0.0463,7,26,2,1,0.0426,0.0491,0.0246,0.0397,unknown,unknown
0.0351,8,26,2,2,0.0305,0.026,0.0418,0.017,unknown,unknown
0.0,12,24,3,3,0.038,0.0183,0.006,0.0019,unknown,unknown
0.0,13,25,3,2,0.0248,0.0192,0.0034,0.0058,unknown,unknown
0.0294,10,23,3,1,0.0238,0.0301,0.0186,0.0284,unknown,unknown
0.0085,4,18,3,2,0.0344,0.026,0.0318,0.0388,unknown,unknown
0.0,9,24,2,1,0.0075,0.013,0.0285,0.0356,male,19-24
0.0,11,20,3,1,0.0428,0.0502,0.0297,0.0545,unknown,unknown
0.027,12,22,1,1,0.0546,0.0675,0.0129,0.0185,unknown,unknown
0.0242,8,21,1,1,0.0211,0.024,0.0138,0.0144,unknown,unknown
0.0463,8,24,1,1,0.0426,0.0491,0.0162,0.0288,male,19-24
0.0,7,18,2,1,0.0347,0.0438,0.0123,0.0258,unknown,unknown
0.187,13,23,2,1,0.0261,0.0304,0.0401,0.0698,unknown,unknown
0.0067,5,22,1,1,0.0284,0.0337,0.0218,0.0328,unknown,unknown
0.0,12,17,3,2,0.0174,0.0136,0.0001,0.0001,unknown,unknown
0.0,7,19,2,2,0.0572,0.0494,0.0018,0.0062,unknown,unknown
0.0727,4,13,2,2,0.0284,0.0189,0.0281,0.012,unknown,unknown
0.0,7,24,3,2,0.0293,0.0313,0.0016,0.0008,unknown,unknown
0.0217,14,28,1,1,0.0435,0.0645,0.0335,0.0415,male,13-18
0.0373,11,30,2,2,0.1071,0.0155,0.0873,0.0111,unknown,unknown
0.0095,7,16,1,1,0.0273,0.0356,0.0102,0.0116,female,25-30
0.23,7,8,2,2,0.0737,0.0647,0.1306,0.0837,female,25-30
0.0614,8,24,2,1,0.0426,0.0491,0.0723,0.131,unknown,unknown
0.0,11,27,3,2,0.0283,0.0225,0.0427,0.0344,unknown,unknown
0.02,8,21,2,1,0.0286,0.033,0.0244,0.0351,unknown,unknown
0.0,10,23,3,3,0.0445,0.0132,0.0109,0.0026,unknown,unknown
0.0321,7,21,1,1,0.0355,0.0454,0.0339,0.0458,unknown,unknown
0.0196,5,18,1,1,0.0337,0.0418,0.0032,0.0057,male,19-24
0.1014,9,22,1,1,0.0352,0.0399,0.0135,0.0281,unknown,unknown
0.0556,11,26,2,2,0.0464,0.0392,0.0603,0.0434,unknown,unknown
0.0273,11,21,1,1,0.0311,0.0358,0.0198,0.0211,unknown,unknown
0.4962,8,24,1,1,0.0159,0.0177,0.0849,0.0854,unknown,unknown
0.4198,8,21,2,2,0.0508,0.0675,0.0406,0.0159,unknown,unknown
0.0256,7,21,1,1,0.0426,0.0491,0.0168,0.0165,unknown,unknown
0.037,7,24,1,1,0.0273,0.0356,0.0203,0.0269,female,13-18
0.0212,4,25,1,1,0.1057,0.1217,0.0187,0.0193,male,25-30
0.0,10,21,3,2,0.0396,0.0283,0.0024,0.0032,unknown,unknown
0.0,8,25,1,1,0.0426,0.0491,0.0271,0.0293,unknown,unknown
0.0,7,24,3,1,0.0426,0.0491,0.0342,0.0487,unknown,unknown
0.0351,6,17,2,2,0.0233,0.0042,0.0387,0.037,unknown,unknown
0.028,5,21,2,2,0.0384,0.0233,0.0343,0.0323,unknown,unknown
0.0174,8,24,1,1,0.0426,0.0491,0.0379,0.0589,unknown,unknown
0.0792,4,25,3,2,0.1056,0.0866,0.0497,0.0152,unknown,unknown
0.0301,6,23,1,1,0.0403,0.0421,0.0176,0.0175,unknown,unknown
0.0588,14,19,1,1,0.0516,0.0555,0.0024,0.0026,male,19-24
0.0463,9,33,2,1,0.0423,0.0554,0.0186,0.0194,unknown,unknown
0.0261,11,19,1,1,0.0346,0.0436,0.0055,0.0069,unknown,unknown
0.0987,13,30,2,2,0.0353,0.0193,0.152,0.088,unknown,unknown
0.0365,7,21,2,1,0.0249,0.0301,0.0064,0.0047,unknown,unknown
0.0455,7,15,2,2,0.0273,0.0221,0.3275,0.206,unknown,unknown
0.0,7,22,3,2,0.0711,0.0409,0.0607,0.0493,unknown,unknown
0.0628,12,20,1,1,0.0584,0.0623,0.0349,0.042,male,19-24
0.0581,16,27,1,1,0.0442,0.0486,0.0499,0.0513,male,13-18
0.0179,10,21,1,1,0.0494,0.0554,0.0164,0.0278,unknown,unknown
0.037,10,24,1,1,0.0282,0.03,0.0234,0.0285,male,31-40
0.0222,8,11,1,1,0.0295,0.0355,0.0316,0.0336,unknown,unknown
0.1917,4,20,1,1,0.1724,0.1743,0.0335,0.0372,unknown,unknown
0.0214,11,23,2,2,0.0284,0.019,0.0232,0.0098,unknown,unknown
0.0168,9,22,2,2,0.0156,0.0105,0.0632,0.0316,unknown,unknown
0.0945,9,22,1,1,0.0143,0.0173,0.0429,0.0472,male,19-24
0.025,9,28,2,2,0.0101,0.0094,0.03,0.0,unknown,unknown
0.1074,8,27,2,1,0.042,0.055,0.0468,0.0718,unknown,unknown
0.0435,12,22,1,1,0.0534,0.0625,0.0929,0.0777,unknown,unknown
0.0,8,11,1,1,0.0217,0.0215,0.0133,0.0194,unknown,unknown
0.0,6,14,1,1,0.0273,0.0356,0.0175,0.021,unknown,unknown
0.0,3,13,3,1,0.016,0.018,0.027,0.0474,unknown,unknown
0.0377,4,27,1,1,0.0384,0.0412,0.008,0.009,male,13-18
0.0068,7,24,1,1,0.0426,0.0491,0.0179,0.0293,unknown,unknown
0.0181,8,24,1,1,0.0426,0.0491,0.0206,0.0264,unknown,unknown
0.0594,5,16,2,1,0.0426,0.0491,0.026,0.0255,male,19-24
0.0242,8,26,1,1,0.0426,0.0491,0.016,0.0168,unknown,unknown
0.0298,8,24,1,1,0.0284,0.0337,0.0129,0.0186,unknown,unknown
0.0078,6,14,1,1,0.0273,0.0356,0.0216,0.0244,unknown,unknown
0.0,9,20,3,1,0.0375,0.0394,0.0238,0.0311,unknown,unknown
0.0693,8,25,1,1,0.0426,0.0491,0.0281,0.0653,female,13-18
0.0044,12,25,1,1,0.0273,0.0356,0.0126,0.0132,unknown,unknown
0.0161,3,15,2,1,0.0155,0.0224,0.0199,0.0303,unknown,unknown
0.0,8,25,1,1,0.0351,0.0475,0.0457,0.0503,unknown,unknown
0.0316,5,15,1,1,0.0284,0.0337,0.0158,0.0229,unknown,unknown
0.028,7,22,2,1,0.0233,0.0243,0.0077,0.0109,unknown,unknown
0.0431,10,25,3,2,0.0305,0.026,0.0261,0.0357,unknown,unknown
0.2205,10,25,1,1,0.0453,0.0493,0.0323,0.0345,male,19-24
0.0246,10,28,1,1,0.0272,0.0305,0.0303,0.0303,female,19-24
0.0,8,25,3,2,0.0175,0.0134,0.0127,0.0095,unknown,unknown
0.4151,9,17,2,1,0.1025,0.136,0.0776,0.0664,male,25-30
0.0966,5,23,1,1,0.0284,0.0337,0.0258,0.0564,female,19-24
0.0359,6,18,1,1,0.1085,0.1231,0.0229,0.0278,unknown,unknown
0.059,10,20,1,1,0.0371,0.0384,0.042,0.0587,unknown,unknown
0.0111,10,27,2,2,0.0535,0.0231,0.0303,0.0,unknown,unknown
0.06,5,23,1,1,0.0284,0.0337,0.0,0.0,female,19-24
0.0242,7,26,1,1,0.0284,0.0337,0.0,0.0,unknown,unknown
0.0183,8,25,2,2,0.105,0.0416,0.0513,0.0129,female,19-24
0.0,11,16,2,2,0.0133,0.0105,0.0259,0.0225,unknown,unknown
0.0,11,25,1,1,0.0494,0.0554,0.0188,0.0231,unknown,unknown
0.0167,7,26,1,1,0.0719,0.0852,0.0147,0.0157,unknown,unknown
0.0,9,22,2,2,0.0156,0.0105,0.0492,0.0361,unknown,unknown
0.0,10,17,3,1,0.0163,0.0152,0.0244,0.0327,unknown,unknown
0.0,5,12,2,2,0.0145,0.0093,0.009,0.0019,unknown,unknown
0.0,7,15,2,1,0.0273,0.0356,0.0,0.0,unknown,unknown
0.0252,10,24,2,1,0.0253,0.0311,0.0277,0.0267,unknown,unknown
0.2638,11,21,2,1,0.0755,0.0936,0.0494,0.0633,unknown,unknown
0.0686,7,24,2,1,0.0426,0.0491,0.0833,0.1344,female,19-24
0.0286,7,22,1,1,0.0426,0.0491,0.0062,0.0155,unknown,unknown
0.0,14,26,3,1,0.0284,0.0337,0.001,0.0013,unknown,unknown
0.0,5,19,2,1,0.008,0.0086,0.0082,0.0083,unknown,unknown
0.0076,6,19,1,1,0.0235,0.0291,0.0042,0.0054,male,31-40
0.0,8,20,3,1,0.0422,0.0431,0.094,0.1123,unknown,unknown
0.0064,9,28,2,2,0.1074,0.016,0.0533,0.0,unknown,unknown
0.0,8,19,2,2,0.0353,0.0452,0.0005,0.0,unknown,unknown
0.0097,4,27,3,1,0.016,0.018,0.0461,0.0814,unknown,unknown
0.0091,4,7,2,1,0.016,0.018,0.0164,0.0196,unknown,unknown
0.0094,5,22,1,1,0.0284,0.0337,0.0,0.0,male,19-24
0.0171,9,26,2,2,0.0426,0.0309,0.0474,0.0315,unknown,unknown
0.0519,14,29,2,1,0.0264,0.0308,0.0286,0.053,unknown,unknown
0.0,11,27,2,1,0.0271,0.0379,0.0175,0.0231,unknown,unknown
0.0142,6,26,1,1,0.0717,0.1074,0.0132,0.014,female,19-24
0.2294,4,14,2,2,0.0273,0.022,0.0791,0.026,unknown,unknown
0.0229,7,21,1,1,0.0402,0.042,0.0107,0.0231,unknown,unknown
0.018,10,26,1,1,0.0095,0.0112,0.0,0.0,male,19-24
0.1911,10,25,1,1,0.1459,0.1542,0.0,0.0,unknown,unknown
0.0072,7,15,2,2,0.0273,0.0221,0.0059,0.0069,unknown,unknown
0.1287,9,16,1,1,0.0352,0.044,0.0606,0.0806,unknown,unknown
0.0127,8,26,1,1,0.0426,0.0491,0.0156,0.0147,unknown,unknown
0.0379,10,22,2,1,0.051,0.047,0.034,0.0407,female,19-24
0.0095,12,28,1,1,0.0494,0.0553,0.0278,0.0384,unknown,unknown
0.0087,14,26,1,1,0.0131,0.0131,0.0252,0.0277,male,25-30
0.0435,7,23,2,2,0.0243,0.0228,0.296,0.3333,unknown,unknown
0.0,10,26,3,3,0.0337,0.016,0.0075,0.0,unknown,unknown
0.0154,5,22,1,1,0.0255,0.0258,0.0147,0.0291,unknown,unknown
0.0,8,23,3,2,0.025,0.0128,0.0013,0.0008,unknown,unknown
0.0,4,23,1,1,0.016,0.018,0.0096,0.0161,female,19-24
0.1892,10,23,2,1,0.0344,0.0456,0.0544,0.0586,unknown,unknown
0.1442,11,25,2,1,0.092,0.1134,0.0355,0.1111,unknown,unknown
0.004,13,22,1,1,0.0265,0.0309,0.0,0.0,unknown,unknown
0.3495,11,25,2,1,0.0654,0.0768,0.1044,0.19,unknown,unknown
0.0213,6,14,1,1,0.0273,0.0356,0.019,0.0194,male,19-24
0.0566,9,22,1,1,0.069,0.0761,0.0361,0.0333,male,19-24
0.0,4,23,2,1,0.016,0.018,0.0084,0.0181,unknown,unknown
0.0068,8,25,2,1,0.0426,0.0491,0.003,0.0,female,13-18
0.0148,7,15,1,1,0.0295,0.0355,0.0349,0.0412,male,19-24
0.0,5,13,2,2,0.0058,0.0028,0.0,0.0,unknown,unknown
0.0328,8,16,1,1,0.0273,0.0356,0.0112,0.0125,unknown,unknown
0.0095,12,25,1,1,0.0211,0.024,0.0127,0.0136,unknown,unknown
0.0,6,14,1,1,0.0273,0.0356,0.0252,0.03,unknown,unknown
0.0,12,23,2,1,0.0176,0.0226,0.0272,0.0455,unknown,unknown
0.0216,15,28,2,1,0.0435,0.0644,0.0205,0.0257,unknown,unknown
0.1204,11,25,2,1,0.0493,0.0553,0.0969,0.1466,female,19-24
0.0,8,16,3,2,0.0094,0.0064,0.0,0.0,unknown,unknown
0.0415,8,21,1,1,0.0426,0.0491,0.0064,0.0,male,31-40
0.0,9,22,1,1,0.019,0.026,0.0,0.0,unknown,unknown
0.0268,14,28,2,2,0.0435,0.0225,0.0415,0.0269,unknown,unknown
0.3349,6,22,1,1,0.1722,0.1741,0.0047,0.0435,male,13-18
0.1649,6,22,1,1,0.1725,0.1744,0.0,0.0,male,19-24
0.0362,14,28,1,1,0.0435,0.0645,0.0536,0.0579,female,13-18
0.17,9,23,2,2,0.1959,0.1015,0.1841,0.156,unknown,unknown
0.019,6,14,1,1,0.0273,0.0356,0.0049,0.0075,male,19-24
0.1176,9,23,2,1,0.0426,0.0491,0.0631,0.0926,unknown,unknown
0.0171,6,16,3,3,0.0426,0.0161,0.021,0.003,unknown,unknown
0.1016,8,22,2,1,0.0426,0.0491,0.0738,0.119,female,19-24
